# BLASTP 2.2.25+
# Query: Chlorella_variabilis_gi|307103723|gb|EFN51981.1| hypothetical protein CHLNCDRAFT_27288 [Chlorella variabilis]
# Database: /Users/mats/db/_Chlorella_NC64A/annotation/Chlorella_protein
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 43 hits found
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|49982|fgenesh3_pg.C_scaffold_2000227	34.15	41	23	1	178	214	1726	1766	1.4	30.8
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|56749|estExt_fgenesh3_pg.C_20223	34.15	41	23	1	178	214	1726	1766	1.4	30.8
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|132977|IGS.gm_1_00113	38.46	39	20	1	178	212	345	383	2.1	30.0
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|49362|fgenesh3_pg.C_scaffold_1000060	38.46	39	20	1	178	212	837	875	2.4	29.6
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|56452|estExt_fgenesh3_pg.C_10059	38.46	39	20	1	178	212	837	875	2.4	29.6
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|35817|estExt_Genewise1Plus.C_120402	27.01	137	74	5	40	158	43	171	2.4	29.6
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|31503|estExt_Genewise1.C_120402	27.01	137	74	5	40	158	43	171	2.4	29.6
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|134895|IGS.gm_12_00281	27.01	137	74	5	40	158	43	171	2.4	29.6
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|54426|fgenesh3_pg.C_scaffold_22000044	36.54	52	23	3	178	219	225	276	3.0	29.6
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|53715|fgenesh3_pg.C_scaffold_17000048	34.15	41	22	1	178	213	797	837	3.7	29.3
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|58520|estExt_fgenesh3_pg.C_170047	34.15	41	22	1	178	213	797	837	3.7	29.3
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|136682|IGS.gm_17_00086	34.15	41	22	1	178	213	963	1003	4.4	28.9
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|53941|fgenesh3_pg.C_scaffold_18000131	33.33	51	34	0	90	140	867	917	5.1	28.9
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|137152|IGS.gm_18_00258	33.33	51	34	0	90	140	909	959	5.5	28.5
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|134586|IGS.gm_11_00432	36.00	75	31	5	155	215	139	210	6.5	28.5
Chlorella_variabilis_gi|307103723|gb|EFN51981.1|	jgi|ChlNC64A_1|52670|fgenesh3_pg.C_scaffold_11000246	36.00	75	31	5	155	215	205	276	6.7	28.5
# BLAST processed 1 queries
